2023-11-12T19:31:43.877+01:00  INFO 3188 --- [main] c.e.M.MasterprojectApplication           : Starting MasterprojectApplication using Java 19.0.1 with PID 3188 (C:\Users\domin\IdeaProjects\Masterproject4\target\classes started by domin in C:\Users\domin\IdeaProjects\Masterproject4)
2023-11-12T19:31:43.883+01:00  INFO 3188 --- [main] c.e.M.MasterprojectApplication           : No active profile set, falling back to 1 default profile: "default"
2023-11-12T19:31:44.353+01:00  INFO 3188 --- [main] .s.d.r.c.RepositoryConfigurationDelegate : Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2023-11-12T19:31:44.401+01:00  INFO 3188 --- [main] .s.d.r.c.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 41 ms. Found 1 JPA repository interfaces.
2023-11-12T19:31:44.825+01:00  INFO 3188 --- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port(s): 8080 (http)
2023-11-12T19:31:44.836+01:00  INFO 3188 --- [main] o.apache.catalina.core.StandardService   : Starting service [Tomcat]
2023-11-12T19:31:44.836+01:00  INFO 3188 --- [main] o.apache.catalina.core.StandardEngine    : Starting Servlet engine: [Apache Tomcat/10.1.8]
2023-11-12T19:31:44.945+01:00  INFO 3188 --- [main] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring embedded WebApplicationContext
2023-11-12T19:31:44.945+01:00  INFO 3188 --- [main] w.s.c.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 1020 ms
2023-11-12T19:31:45.063+01:00  INFO 3188 --- [main] o.hibernate.jpa.internal.util.LogHelper  : HHH000204: Processing PersistenceUnitInfo [name: default]
2023-11-12T19:31:45.113+01:00  INFO 3188 --- [main] org.hibernate.Version                    : HHH000412: Hibernate ORM core version 6.2.2.Final
2023-11-12T19:31:45.114+01:00  INFO 3188 --- [main] org.hibernate.cfg.Environment            : HHH000406: Using bytecode reflection optimizer
2023-11-12T19:31:45.234+01:00  INFO 3188 --- [main] o.h.b.i.BytecodeProviderInitiator        : HHH000021: Bytecode provider name : bytebuddy
2023-11-12T19:31:45.342+01:00  INFO 3188 --- [main] o.s.o.j.p.SpringPersistenceUnitInfo      : No LoadTimeWeaver setup: ignoring JPA class transformer
2023-11-12T19:31:45.354+01:00  INFO 3188 --- [main] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Starting...
2023-11-12T19:31:45.482+01:00  INFO 3188 --- [main] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@586843bc
2023-11-12T19:31:45.484+01:00  INFO 3188 --- [main] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Start completed.
2023-11-12T19:31:45.526+01:00  INFO 3188 --- [main] org.hibernate.orm.dialect                : HHH035001: Using dialect: org.hibernate.dialect.MySQLDialect, version: 8.0.32
2023-11-12T19:31:45.686+01:00  INFO 3188 --- [main] o.h.b.i.BytecodeProviderInitiator        : HHH000021: Bytecode provider name : bytebuddy
2023-11-12T19:31:46.198+01:00  INFO 3188 --- [main] o.h.e.t.j.p.i.JtaPlatformInitiator       : HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2023-11-12T19:31:46.616+01:00  INFO 3188 --- [main] j.LocalContainerEntityManagerFactoryBean : Initialized JPA EntityManagerFactory for persistence unit 'default'
2023-11-12T19:31:46.818+01:00  WARN 3188 --- [main] JpaBaseConfiguration$JpaWebConfiguration : spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-11-12T19:31:46.911+01:00  INFO 3188 --- [main] o.s.b.a.w.s.WelcomePageHandlerMapping    : Adding welcome page: class path resource [static/index.html]
2023-11-12T19:31:47.051+01:00  INFO 3188 --- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat started on port(s): 8080 (http) with context path ''
2023-11-12T19:31:47.056+01:00  INFO 3188 --- [main] c.e.M.MasterprojectApplication           : Started MasterprojectApplication in 3.613 seconds (process running for 3.924)
2023-11-12T19:31:55.851+01:00  INFO 3188 --- [http-nio-8080-exec-1] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-11-12T19:31:55.851+01:00  INFO 3188 --- [http-nio-8080-exec-1] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
2023-11-12T19:31:55.852+01:00  INFO 3188 --- [http-nio-8080-exec-1] o.s.web.servlet.DispatcherServlet        : Completed initialization in 1 ms
2023-11-12T19:32:03.799+01:00  INFO 3188 --- [http-nio-8080-exec-2] c.e.M.Handler.RessourceChecker           : Aufruf SEARCHFORGRIPPER
2023-11-12T19:32:03.799+01:00  INFO 3188 --- [http-nio-8080-exec-2] c.e.M.Handler.RessourceChecker           : ===============================
2023-11-12T19:32:03.799+01:00  INFO 3188 --- [http-nio-8080-exec-2] c.e.M.Handler.RessourceChecker           :       Prüfung ob Anforderungsliste noch leer ist:
2023-11-12T19:32:03.802+01:00  INFO 3188 --- [http-nio-8080-exec-2] c.e.M.Handler.RessourceChecker           : [[ID: TV58_secundary/Attribut: positionY/Value: 310.0, ID: TV3_primary/Attribut: forceZ/Value: 70.0, ID: TV48_primary/Attribut: forceX/Value: 5.0, ID: TV58_secundary/Attribut: positionX/Value: 616.0], [ID: TV51_secundary/Attribut: positionY/Value: 310.0, ID: TV45_primary/Attribut: forceZ/Value: 70.0, ID: TV50_primary/Attribut: forceX/Value: 5.0, ID: TV51_secundary/Attribut: positionX/Value: 616.0], [ID: TV56_secundary/Attribut: positionY/Value: 205.0, ID: TV31_primary/Attribut: forceZ/Value: 5.0, ID: TV52_primary/Attribut: forceX/Value: 5.0, ID: TV56_secundary/Attribut: positionX/Value: 409.0], [ID: TV49_secundary/Attribut: positionY/Value: 205.0, ID: TV33_primary/Attribut: forceZ/Value: 5.0, ID: TV55_primary/Attribut: forceX/Value: 5.0, ID: TV49_secundary/Attribut: positionX/Value: 409.0], [ID: TV60_secundary/Attribut: positionY/Value: 202.0, ID: TV7_primary/Attribut: forceZ/Value: 5.0, ID: TV57_primary/Attribut: forceX/Value: 5.0, ID: TV54_secundary/Attribut: positionX/Value: 202.0], [ID: TV38_secundary/Attribut: positionY/Value: 121.3, ID: TV35_primary/Attribut: forceZ/Value: 5.0, ID: TV59_primary/Attribut: forceX/Value: 5.0, ID: TV1_secundary/Attribut: positionX/Value: 200.0], [ID: TV40_secundary/Attribut: positionY/Value: 121.3, ID: TV5_primary/Attribut: forceZ/Value: 5.0, ID: TV61_primary/Attribut: forceX/Value: 0.0, ID: TV22_secundary/Attribut: positionX/Value: 138.25], [ID: TV34_secundary/Attribut: positionY/Value: 121.3, ID: TV41_primary/Attribut: forceZ/Value: 5.0, ID: TV56_secundary/Attribut: forceX/Value: 0.0, ID: TV42_secundary/Attribut: positionX/Value: 138.25], [ID: TV42_secundary/Attribut: positionY/Value: 121.3, ID: TV43_primary/Attribut: forceZ/Value: 5.0, ID: TV2_secundary/Attribut: forceX/Value: 0.0, ID: TV12_secundary/Attribut: positionX/Value: 129.75], [ID: TV36_secundary/Attribut: positionY/Value: 121.3, ID: TV17_primary/Attribut: forceZ/Value: 5.0, ID: TV31_primary/Attribut: forceX/Value: 0.0, ID: TV32_secundary/Attribut: positionX/Value: 129.75], [ID: TV26_secundary/Attribut: positionY/Value: 107.1, ID: TV15_primary/Attribut: forceZ/Value: 5.0, ID: TV6_secundary/Attribut: forceX/Value: 0.0, ID: TV40_secundary/Attribut: positionX/Value: 121.25], [ID: TV30_secundary/Attribut: positionY/Value: 107.1, ID: TV21_primary/Attribut: forceZ/Value: 5.0, ID: TV26_secundary/Attribut: forceX/Value: 0.0, ID: TV20_secundary/Attribut: positionX/Value: 121.25], [ID: TV28_secundary/Attribut: positionY/Value: 107.1, ID: TV19_primary/Attribut: forceZ/Value: 5.0, ID: TV33_primary/Attribut: forceX/Value: 0.0, ID: TV30_secundary/Attribut: positionX/Value: 112.75], [ID: TV24_secundary/Attribut: positionY/Value: 107.1, ID: TV39_primary/Attribut: forceZ/Value: 5.0, ID: TV18_secundary/Attribut: forceX/Value: 0.0, ID: TV10_secundary/Attribut: positionX/Value: 112.75], [ID: TV32_secundary/Attribut: positionY/Value: 107.1, ID: TV23_primary/Attribut: forceZ/Value: 5.0, ID: TV60_secundary/Attribut: forceX/Value: 0.0, ID: TV18_secundary/Attribut: positionX/Value: 104.25], [ID: TV54_secundary/Attribut: positionY/Value: 100.0, ID: TV25_primary/Attribut: forceZ/Value: 5.0, ID: TV7_primary/Attribut: forceX/Value: 0.0, ID: TV38_secundary/Attribut: positionX/Value: 104.25], [ID: TV18_secundary/Attribut: positionY/Value: 92.9, ID: TV37_primary/Attribut: forceZ/Value: 5.0, ID: TV35_primary/Attribut: forceX/Value: 0.0, ID: TV60_secundary/Attribut: positionX/Value: 100.0], [ID: TV14_secundary/Attribut: positionY/Value: 92.9, ID: TV29_primary/Attribut: forceZ/Value: 5.0, ID: TV3_primary/Attribut: forceX/Value: 0.0, ID: TV53_secundary/Attribut: positionX/Value: 100.0], [ID: TV22_secundary/Attribut: positionY/Value: 92.9, ID: TV11_primary/Attribut: forceZ/Value: 5.0, ID: TV14_secundary/Attribut: forceX/Value: 0.0, ID: TV46_secundary/Attribut: positionX/Value: 100.0], [ID: TV20_secundary/Attribut: positionY/Value: 92.9, ID: TV9_primary/Attribut: forceZ/Value: 5.0, ID: TV5_primary/Attribut: forceX/Value: 0.0, ID: TV28_secundary/Attribut: positionX/Value: 95.75], [ID: TV16_secundary/Attribut: positionY/Value: 92.9, ID: TV13_primary/Attribut: forceZ/Value: 5.0, ID: TV22_secundary/Attribut: forceX/Value: 0.0, ID: TV8_secundary/Attribut: positionX/Value: 95.75], [ID: TV6_secundary/Attribut: positionY/Value: 78.7, ID: TV27_primary/Attribut: forceZ/Value: 5.0, ID: TV30_secundary/Attribut: forceX/Value: 0.0, ID: TV16_secundary/Attribut: positionX/Value: 87.25], [ID: TV12_secundary/Attribut: positionY/Value: 78.7, ID: TV61_primary/Attribut: forceZ/Value: 0.0, ID: TV38_secundary/Attribut: forceX/Value: 0.0, ID: TV36_secundary/Attribut: positionX/Value: 87.25], [ID: TV4_secundary/Attribut: positionY/Value: 78.7, ID: TV56_secundary/Attribut: forceZ/Value: 0.0, ID: TV44_secundary/Attribut: forceX/Value: 0.0, ID: TV6_secundary/Attribut: positionX/Value: 78.75], [ID: TV8_secundary/Attribut: positionY/Value: 78.7, ID: TV2_secundary/Attribut: forceZ/Value: 0.0, ID: TV12_secundary/Attribut: forceX/Value: 0.0, ID: TV26_secundary/Attribut: positionX/Value: 78.75], [ID: TV10_secundary/Attribut: positionY/Value: 78.7, ID: TV48_primary/Attribut: forceZ/Value: 0.0, ID: TV53_secundary/Attribut: forceX/Value: 0.0, ID: TV14_secundary/Attribut: positionX/Value: 70.25], [ID: TV2_secundary/Attribut: positionY/Value: 50.0, ID: TV6_secundary/Attribut: forceZ/Value: 0.0, ID: TV41_primary/Attribut: forceX/Value: 0.0, ID: TV34_secundary/Attribut: positionX/Value: 70.25], [ID: TV44_secundary/Attribut: positionY/Value: 50.0, ID: TV26_secundary/Attribut: forceZ/Value: 0.0, ID: TV40_secundary/Attribut: forceX/Value: 0.0, ID: TV24_secundary/Attribut: positionX/Value: 61.75], [ID: TV53_secundary/Attribut: positionY/Value: 50.0, ID: TV18_secundary/Attribut: forceZ/Value: 0.0, ID: TV47_secundary/Attribut: forceX/Value: 0.0, ID: TV4_secundary/Attribut: positionX/Value: 61.75], [ID: TV47_secundary/Attribut: positionY/Value: 50.0, ID: TV60_secundary/Attribut: forceZ/Value: 0.0, ID: TV28_secundary/Attribut: forceX/Value: 0.0, ID: TV2_secundary/Attribut: positionX/Value: 50.0], [ID: TV46_secundary/Attribut: positionY/Value: 50.0, ID: TV50_primary/Attribut: forceZ/Value: 0.0, ID: TV34_secundary/Attribut: forceX/Value: 0.0, ID: TV44_secundary/Attribut: positionX/Value: 50.0], [ID: TV1_secundary/Attribut: positionY/Value: 50.0, ID: TV14_secundary/Attribut: forceZ/Value: 0.0, ID: TV43_primary/Attribut: forceX/Value: 0.0, ID: TV47_secundary/Attribut: positionX/Value: 50.0], [ID: TV61_primary/Attribut: positionY/Value: 2.0, ID: TV22_secundary/Attribut: forceZ/Value: 0.0, ID: TV24_secundary/Attribut: forceX/Value: 0.0, ID: TV48_primary/Attribut: positionX/Value: 2.0], [ID: TV31_primary/Attribut: positionY/Value: 0.0, ID: TV30_secundary/Attribut: forceZ/Value: 0.0, ID: TV4_secundary/Attribut: forceX/Value: 0.0, ID: TV50_primary/Attribut: positionX/Value: 2.0], [ID: TV48_primary/Attribut: positionY/Value: 0.0, ID: TV52_primary/Attribut: forceZ/Value: 0.0, ID: TV17_primary/Attribut: forceX/Value: 0.0, ID: TV52_primary/Attribut: positionX/Value: 2.0], [ID: TV33_primary/Attribut: positionY/Value: 0.0, ID: TV38_secundary/Attribut: forceZ/Value: 0.0, ID: TV45_primary/Attribut: forceX/Value: 0.0, ID: TV55_primary/Attribut: positionX/Value: 2.0], [ID: TV7_primary/Attribut: positionY/Value: 0.0, ID: TV44_secundary/Attribut: forceZ/Value: 0.0, ID: TV32_secundary/Attribut: forceX/Value: 0.0, ID: TV57_primary/Attribut: positionX/Value: 2.0], [ID: TV35_primary/Attribut: positionY/Value: 0.0, ID: TV12_secundary/Attribut: forceZ/Value: 0.0, ID: TV15_primary/Attribut: forceX/Value: 0.0, ID: TV59_primary/Attribut: positionX/Value: 2.0], [ID: TV3_primary/Attribut: positionY/Value: 0.0, ID: TV53_secundary/Attribut: forceZ/Value: 0.0, ID: TV20_secundary/Attribut: forceX/Value: 0.0, ID: TV61_primary/Attribut: positionX/Value: 0.0], [ID: TV50_primary/Attribut: positionY/Value: 0.0, ID: TV40_secundary/Attribut: forceZ/Value: 0.0, ID: TV58_secundary/Attribut: forceX/Value: 0.0, ID: TV31_primary/Attribut: positionX/Value: 0.0], [ID: TV5_primary/Attribut: positionY/Value: 0.0, ID: TV55_primary/Attribut: forceZ/Value: 0.0, ID: TV8_secundary/Attribut: forceX/Value: 0.0, ID: TV33_primary/Attribut: positionX/Value: 0.0], [ID: TV52_primary/Attribut: positionY/Value: 0.0, ID: TV47_secundary/Attribut: forceZ/Value: 0.0, ID: TV46_secundary/Attribut: forceX/Value: 0.0, ID: TV7_primary/Attribut: positionX/Value: 0.0], [ID: TV41_primary/Attribut: positionY/Value: 0.0, ID: TV28_secundary/Attribut: forceZ/Value: 0.0, ID: TV51_secundary/Attribut: forceX/Value: 0.0, ID: TV35_primary/Attribut: positionX/Value: 0.0], [ID: TV55_primary/Attribut: positionY/Value: 0.0, ID: TV57_primary/Attribut: forceZ/Value: 0.0, ID: TV21_primary/Attribut: forceX/Value: 0.0, ID: TV3_primary/Attribut: positionX/Value: 0.0], [ID: TV57_primary/Attribut: positionY/Value: 0.0, ID: TV59_primary/Attribut: forceZ/Value: 0.0, ID: TV54_secundary/Attribut: forceX/Value: 0.0, ID: TV5_primary/Attribut: positionX/Value: 0.0], [ID: TV59_primary/Attribut: positionY/Value: 0.0, ID: TV34_secundary/Attribut: forceZ/Value: 0.0, ID: TV19_primary/Attribut: forceX/Value: 0.0, ID: TV41_primary/Attribut: positionX/Value: 0.0], [ID: TV43_primary/Attribut: positionY/Value: 0.0, ID: TV24_secundary/Attribut: forceZ/Value: 0.0, ID: TV16_secundary/Attribut: forceX/Value: 0.0, ID: TV43_primary/Attribut: positionX/Value: 0.0], [ID: TV17_primary/Attribut: positionY/Value: 0.0, ID: TV4_secundary/Attribut: forceZ/Value: 0.0, ID: TV39_primary/Attribut: forceX/Value: 0.0, ID: TV17_primary/Attribut: positionX/Value: 0.0], [ID: TV45_primary/Attribut: positionY/Value: 0.0, ID: TV32_secundary/Attribut: forceZ/Value: 0.0, ID: TV42_secundary/Attribut: forceX/Value: 0.0, ID: TV45_primary/Attribut: positionX/Value: 0.0], [ID: TV15_primary/Attribut: positionY/Value: 0.0, ID: TV20_secundary/Attribut: forceZ/Value: 0.0, ID: TV23_primary/Attribut: forceX/Value: 0.0, ID: TV15_primary/Attribut: positionX/Value: 0.0], [ID: TV21_primary/Attribut: positionY/Value: 0.0, ID: TV58_secundary/Attribut: forceZ/Value: 0.0, ID: TV25_primary/Attribut: forceX/Value: 0.0, ID: TV21_primary/Attribut: positionX/Value: 0.0], [ID: TV19_primary/Attribut: positionY/Value: 0.0, ID: TV8_secundary/Attribut: forceZ/Value: 0.0, ID: TV37_primary/Attribut: forceX/Value: 0.0, ID: TV19_primary/Attribut: positionX/Value: 0.0], [ID: TV39_primary/Attribut: positionY/Value: 0.0, ID: TV46_secundary/Attribut: forceZ/Value: 0.0, ID: TV1_secundary/Attribut: forceX/Value: 0.0, ID: TV39_primary/Attribut: positionX/Value: 0.0], [ID: TV23_primary/Attribut: positionY/Value: 0.0, ID: TV51_secundary/Attribut: forceZ/Value: 0.0, ID: TV29_primary/Attribut: forceX/Value: 0.0, ID: TV23_primary/Attribut: positionX/Value: 0.0], [ID: TV25_primary/Attribut: positionY/Value: 0.0, ID: TV54_secundary/Attribut: forceZ/Value: 0.0, ID: TV11_primary/Attribut: forceX/Value: 0.0, ID: TV25_primary/Attribut: positionX/Value: 0.0], [ID: TV37_primary/Attribut: positionY/Value: 0.0, ID: TV16_secundary/Attribut: forceZ/Value: 0.0, ID: TV49_secundary/Attribut: forceX/Value: 0.0, ID: TV37_primary/Attribut: positionX/Value: 0.0], [ID: TV29_primary/Attribut: positionY/Value: 0.0, ID: TV42_secundary/Attribut: forceZ/Value: 0.0, ID: TV9_primary/Attribut: forceX/Value: 0.0, ID: TV29_primary/Attribut: positionX/Value: 0.0], [ID: TV11_primary/Attribut: positionY/Value: 0.0, ID: TV1_secundary/Attribut: forceZ/Value: 0.0, ID: TV36_secundary/Attribut: forceX/Value: 0.0, ID: TV11_primary/Attribut: positionX/Value: 0.0], [ID: TV9_primary/Attribut: positionY/Value: 0.0, ID: TV49_secundary/Attribut: forceZ/Value: 0.0, ID: TV13_primary/Attribut: forceX/Value: 0.0, ID: TV9_primary/Attribut: positionX/Value: 0.0], [ID: TV13_primary/Attribut: positionY/Value: 0.0, ID: TV36_secundary/Attribut: forceZ/Value: 0.0, ID: TV27_primary/Attribut: forceX/Value: 0.0, ID: TV13_primary/Attribut: positionX/Value: 0.0], [ID: TV27_primary/Attribut: positionY/Value: 0.0, ID: TV10_secundary/Attribut: forceZ/Value: 0.0, ID: TV10_secundary/Attribut: forceX/Value: 0.0, ID: TV27_primary/Attribut: positionX/Value: 0.0]]
2023-11-12T19:32:03.802+01:00  INFO 3188 --- [http-nio-8080-exec-2] c.e.M.Handler.RessourceChecker           :       Anforderungsliste ist noch nicht leer
2023-11-12T19:32:03.803+01:00  INFO 3188 --- [http-nio-8080-exec-2] c.e.M.Handler.RessourceChecker           :       Betrachtung der Zusicherung : 52
2023-11-12T19:32:03.805+01:00  INFO 3188 --- [http-nio-8080-exec-2] c.e.M.Handler.RessourceChecker           :           Attribut forceZ von Zusicherung erfüllt mit 78.0 >= 70.0.
2023-11-12T19:32:03.806+01:00  INFO 3188 --- [http-nio-8080-exec-2] c.e.M.Handler.RessourceChecker           :           Attribut forceZ für Sequenze wurde gesetzt.
2023-11-12T19:32:03.806+01:00  INFO 3188 --- [http-nio-8080-exec-2] c.e.M.Handler.RessourceChecker           :           Attribut forceZ von Zusicherung erfüllt mit 78.0 >= 70.0.
2023-11-12T19:32:03.806+01:00  INFO 3188 --- [http-nio-8080-exec-2] c.e.M.Handler.RessourceChecker           :           Attribut forceZ von Zusicherung erfüllt mit 78.0 >= 5.0.
2023-11-12T19:32:03.806+01:00  INFO 3188 --- [http-nio-8080-exec-2] c.e.M.Handler.RessourceChecker           :           Attribut forceZ von Zusicherung erfüllt mit 78.0 >= 5.0.
2023-11-12T19:32:03.806+01:00  INFO 3188 --- [http-nio-8080-exec-2] c.e.M.Handler.RessourceChecker           :           Attribut forceZ von Zusicherung erfüllt mit 78.0 >= 5.0.
